rainfall,water_level,flow_rate,temperature,humidity,wind_speed,flood
149.4,0.96,65.9,23.3,36.1,2.7,0
111.6,2.22,42.8,21.5,57.2,31.5,0
3.4,2.52,73.5,31.0,73.3,37.8,0
140.2,0.72,112.8,17.7,85.1,15.1,0
153.1,1.81,59.5,31.5,63.2,26.7,0
78.2,2.89,74.6,39.0,40.1,33.9,1
159.0,2.69,57.3,38.7,68.7,27.8,1
1.0,2.29,73.7,38.7,51.3,37.4,0
68.8,1.74,84.6,27.8,41.3,11.0,0
38.9,1.04,100.0,36.3,89.6,46.6,0
92.3,2.15,49.1,16.7,36.9,36.3,0
66.2,0.88,85.5,17.5,73.4,45.0,0
90.1,2.35,50.6,29.6,69.6,18.2,0
85.7,0.51,44.6,20.5,81.8,21.8,0
26.9,2.7,107.8,26.6,55.1,15.3,0
35.2,2.32,104.2,36.5,39.8,26.9,0
177.3,0.73,27.5,15.5,65.5,1.6,0
81.0,2.27,110.6,28.8,68.0,49.9,1
155.0,1.6,42.3,34.3,81.3,14.5,0
102.1,1.69,70.2,31.6,89.4,40.3,0
33.2,2.04,64.6,19.5,96.4,33.0,0
147.2,1.95,55.9,20.5,64.1,3.1,0
8.6,1.12,110.8,24.0,62.9,22.7,0
196.1,1.47,90.4,28.0,88.1,41.7,1
108.9,1.02,85.4,24.1,75.7,41.8,0
75.3,3.22,71.6,23.8,90.7,24.3,1
120.8,2.01,33.9,19.1,35.4,32.2,0
37.4,1.59,91.7,18.0,46.1,40.6,0
96.3,1.94,41.1,19.0,88.3,1.1,0
114.7,0.98,83.0,16.0,70.1,2.8,0
36.0,3.37,79.9,29.1,31.3,36.0,0
56.7,0.76,64.9,39.8,90.7,8.5,0
120.2,2.88,102.0,19.5,76.2,13.2,1
68.5,1.86,79.1,20.7,57.0,5.4,0
171.9,2.01,62.0,18.7,36.7,23.8,1
7.8,2.85,70.3,17.9,63.8,6.5,0
165.5,3.19,97.5,31.2,66.5,18.5,1
106.0,1.19,100.2,34.7,56.7,29.5,0
152.3,2.59,29.8,18.3,63.4,11.6,1
56.7,3.13,60.9,19.7,79.6,39.5,0
23.6,0.52,85.5,32.2,52.1,18.1,0
130.3,1.26,105.5,25.6,55.6,13.8,1
151.0,1.74,98.4,27.1,55.9,27.7,1
61.3,1.53,90.5,33.4,89.8,33.0,0
89.3,2.6,36.2,20.4,58.0,16.9,0
139.4,2.62,36.1,39.1,30.4,4.6,0
185.2,1.81,26.4,20.5,35.6,1.9,0
196.9,2.34,72.1,32.8,71.8,47.3,1
128.1,1.82,40.2,31.4,86.3,14.3,0
119.9,2.05,43.2,19.2,32.5,12.0,0
31.5,3.49,98.0,23.8,57.7,29.3,1
147.4,0.71,29.0,22.1,88.1,45.8,0
192.7,1.33,80.6,19.9,95.1,28.7,1
81.4,0.82,27.2,22.4,96.3,40.1,0
175.2,2.94,77.5,32.4,97.6,28.2,1
151.5,3.38,65.9,26.5,71.1,1.4,1
13.5,2.4,119.4,31.9,46.1,15.8,0
103.3,0.53,103.2,21.2,36.5,33.7,0
15.2,3.29,67.7,23.8,92.6,13.5,0
136.6,3.23,69.9,20.0,81.5,43.6,1
40.6,1.25,81.9,18.9,37.5,46.0,0
132.7,2.34,96.4,28.5,33.0,24.1,1
98.5,3.46,109.7,36.7,64.4,49.2,1
56.1,1.17,77.7,16.4,85.9,23.9,0
100.5,1.68,88.6,19.4,98.4,34.9,0
137.8,0.54,41.1,29.5,52.8,30.6,0
109.7,1.21,67.1,30.3,55.6,24.9,0
140.1,1.62,105.4,22.0,42.6,6.6,1
45.7,0.8,47.0,20.9,60.3,19.0,0
191.8,0.95,100.6,19.4,65.0,49.8,1
103.4,2.66,98.5,22.5,69.3,28.4,1
138.1,0.68,101.4,26.9,74.1,22.5,0
72.2,2.18,113.2,21.4,31.4,6.1,1
192.6,1.1,77.6,31.2,42.2,39.0,1
134.6,1.96,93.7,37.2,56.7,14.3,1
29.0,1.0,100.8,23.4,74.2,28.6,0
14.3,0.99,42.8,22.9,50.4,13.4,0
54.2,1.83,106.3,24.1,71.1,48.3,0
36.8,0.57,92.8,31.6,95.8,35.0,0
33.4,0.81,26.4,37.0,68.4,1.3,0
153.0,0.75,46.2,18.9,75.8,44.3,0
49.5,1.35,82.6,18.3,88.7,1.4,0
172.1,1.48,67.6,39.4,67.8,13.6,1
193.9,2.59,37.7,29.9,74.2,31.8,1
104.7,2.42,51.0,23.7,67.8,40.2,0
73.2,1.28,50.4,15.0,87.1,42.4,0
93.8,0.52,112.2,38.7,63.4,0.5,0
58.6,1.19,20.7,24.3,58.8,28.0,0
32.7,2.71,59.0,24.5,48.4,21.1,0
152.9,3.23,100.8,32.1,49.9,37.1,1
82.6,3.06,38.2,22.2,74.6,30.9,0
124.6,1.06,21.9,16.2,67.4,9.3,0
53.8,2.65,92.7,20.8,40.5,24.7,0
62.3,2.9,119.8,26.6,85.4,16.5,1
190.3,0.67,97.6,16.8,62.9,9.6,1
163.5,2.98,32.2,34.2,47.4,38.6,1
147.5,0.6,66.1,34.3,66.5,49.1,0
136.3,1.44,52.3,30.7,33.0,46.9,0
50.7,2.42,39.9,37.2,90.5,10.9,0
126.6,1.47,36.7,21.9,38.4,39.5,0
8.4,2.85,67.5,29.9,56.0,4.5,0
18.3,2.36,113.1,39.9,73.8,3.0,0
140.3,2.87,32.6,20.8,98.7,39.4,1
161.1,1.82,39.3,32.2,55.1,6.7,1
97.1,1.81,49.5,32.4,43.3,9.3,0
146.5,1.33,103.1,37.9,68.8,3.4,1
59.1,1.29,56.7,15.0,74.7,19.0,0
3.7,3.07,97.6,21.0,80.5,32.9,0
77.5,2.07,69.8,28.8,72.9,16.1,0
22.1,2.07,26.7,35.9,39.1,43.7,0
97.1,0.8,77.1,35.9,76.1,26.3,0
51.2,1.6,80.6,16.8,95.1,10.4,0
178.0,0.74,100.1,16.5,69.1,46.9,1
73.8,2.63,102.4,21.6,32.8,3.5,1
188.9,3.38,29.7,33.1,67.2,9.5,1
49.8,2.38,37.9,33.7,59.1,5.3,0
71.6,1.88,86.5,37.1,41.7,9.0,0
67.5,0.97,119.8,26.1,54.7,15.8,0
64.9,1.62,96.4,25.8,80.8,30.4,0
42.8,2.8,112.6,21.4,97.3,22.4,0
145.3,3.45,79.6,27.9,99.5,15.1,1
44.4,3.07,22.2,35.5,78.3,13.8,0
111.3,3.28,35.5,15.9,54.9,6.9,1
116.4,1.2,101.1,17.3,58.0,45.9,0
144.7,2.88,37.3,35.6,78.3,28.8,1
119.0,1.4,93.1,29.4,35.5,2.8,0
69.6,2.95,61.7,36.7,90.9,11.3,0
120.5,0.53,97.7,24.6,51.3,2.1,0
29.9,2.01,42.1,16.3,81.2,19.6,0
119.0,2.01,42.2,22.2,57.6,6.6,0
114.3,0.65,59.9,17.1,65.1,38.7,0
27.0,2.18,68.8,31.3,43.7,30.8,0
49.2,0.71,97.7,23.1,94.7,4.5,0
84.7,1.54,52.1,29.8,31.7,15.2,0
123.2,3.47,64.2,18.6,33.1,40.9,1
74.8,2.77,105.3,17.8,33.8,47.4,1
173.8,2.96,21.4,32.3,37.8,22.5,1
41.8,2.11,40.4,28.1,48.1,24.2,0
28.3,2.6,21.8,29.6,76.4,2.2,0
56.8,2.87,81.8,16.3,75.8,0.4,0
54.3,3.06,86.0,36.6,31.3,43.4,1
46.2,1.64,117.7,17.5,52.1,43.3,0
37.3,2.0,65.8,38.2,31.5,12.4,0
66.7,1.68,35.7,23.7,54.6,31.3,0
195.6,2.0,101.2,30.6,91.5,44.5,1
5.9,2.16,48.0,18.8,92.8,32.8,0
76.4,3.38,81.2,30.6,45.9,12.0,1
194.1,3.23,52.9,28.6,44.5,6.9,1
160.0,3.09,50.9,32.6,66.7,6.8,1
195.2,0.94,113.3,37.9,52.2,27.9,1
23.7,1.45,108.0,33.2,83.6,44.0,0
82.3,1.83,113.4,37.4,95.3,13.7,1
21.4,1.05,96.2,30.3,48.7,28.4,0
46.4,2.56,55.9,32.2,63.4,25.1,0
142.4,1.62,105.2,27.3,39.6,9.7,1
152.9,0.55,47.0,25.3,82.0,49.4,0
13.2,3.28,118.6,36.7,64.3,16.2,0
49.4,1.71,24.2,33.4,56.6,15.6,0
148.5,2.28,72.5,36.9,85.1,26.0,1
165.4,0.63,119.6,28.0,57.7,36.8,1
103.2,2.39,24.9,22.3,57.9,15.2,0
92.3,1.77,81.3,16.4,66.2,7.1,0
90.3,2.67,31.3,34.5,95.6,34.8,0
82.7,1.85,37.9,29.8,79.9,10.1,0
50.0,2.58,110.7,34.9,80.3,6.2,0
89.9,1.59,72.4,24.6,85.4,25.6,0
75.7,1.64,96.8,37.8,69.6,33.0,0
173.8,1.04,91.2,25.5,51.7,38.4,1
125.3,0.85,33.2,20.1,73.6,12.7,0
171.1,2.13,20.6,37.1,46.7,29.4,0
82.0,0.74,80.0,21.1,68.3,31.0,0
165.1,0.65,34.8,31.3,32.6,42.7,0
167.6,1.4,112.0,16.2,59.2,8.9,1
122.2,2.57,79.5,34.7,42.4,22.8,1
186.3,0.78,49.9,24.2,56.5,3.4,0
110.1,1.38,33.5,32.4,49.2,26.4,0
139.2,2.34,30.9,33.2,74.0,49.4,0
137.7,3.3,118.6,22.2,72.6,15.8,1
199.0,1.56,33.0,29.1,66.4,31.6,1
36.0,2.33,90.9,39.5,30.1,1.2,0
23.6,3.04,100.0,40.0,59.0,16.7,0
127.5,0.53,40.1,22.0,85.3,15.4,0
64.8,0.52,88.6,23.5,80.7,30.8,0
35.1,1.49,53.8,31.8,94.1,39.9,0
96.3,2.38,109.2,28.4,53.5,39.2,1
148.5,3.01,49.9,33.1,52.1,26.8,1
137.1,2.9,108.8,23.8,97.9,14.0,1
196.7,2.38,104.2,29.3,57.3,29.8,1
150.3,2.62,51.4,15.8,59.0,24.9,1
90.4,3.35,41.6,22.6,37.9,39.2,1
182.7,1.83,22.5,27.1,65.0,9.5,1
146.5,2.07,97.6,18.6,91.0,41.1,1
135.3,0.9,92.5,26.5,80.0,26.1,0
186.5,2.56,79.4,17.2,62.7,2.3,1
131.8,1.44,77.8,22.8,92.4,16.0,0
55.3,1.46,64.1,17.9,40.5,13.7,0
124.6,2.04,40.7,23.8,52.3,7.1,0
56.7,1.23,27.1,30.3,53.7,22.2,0
94.1,2.53,30.6,16.3,59.9,8.9,0
118.6,3.01,89.9,30.4,51.9,40.9,1
134.2,2.1,117.4,33.9,62.6,6.6,1
183.9,1.9,65.6,32.1,79.7,23.3,1
44.8,3.08,81.7,37.8,57.4,35.0,0
157.8,3.15,65.3,15.8,63.3,17.6,1
34.2,2.8,80.4,18.2,37.2,40.9,0
65.2,2.45,99.2,28.3,58.1,20.7,0
109.6,3.42,58.4,23.5,87.0,29.5,1
87.1,2.86,74.5,20.9,76.4,3.9,1
114.8,1.96,79.2,26.6,68.9,41.1,0
191.2,0.71,30.9,35.4,84.0,18.9,0
132.0,0.77,101.7,37.2,93.2,31.8,0
29.3,0.95,73.1,24.7,70.5,9.8,0
63.3,2.21,111.3,22.6,96.0,21.7,1
68.9,0.77,20.8,39.7,58.3,6.4,0
73.8,2.15,25.3,32.6,87.5,18.0,0
173.1,1.21,90.2,24.9,52.3,19.1,1
109.0,2.49,67.5,19.7,56.9,46.2,1
30.9,3.49,87.0,18.4,35.0,0.8,1
97.3,1.81,119.0,17.1,75.0,20.8,1
157.8,2.31,62.6,19.5,65.7,27.6,1
71.1,1.06,80.5,29.4,89.3,11.8,0
82.2,2.14,56.7,39.5,69.8,35.2,0
96.3,2.57,34.2,33.3,98.9,49.2,0
93.0,0.73,109.0,17.2,63.1,37.1,0
15.6,2.4,99.8,22.8,33.7,17.2,0
93.8,2.04,66.9,33.3,59.5,48.0,0
57.8,0.61,112.3,33.7,80.9,28.2,0
94.6,1.01,25.2,39.8,86.6,31.2,0
16.5,2.02,105.1,21.9,39.3,14.0,0
2.8,0.83,37.5,29.8,40.6,22.3,0
52.3,2.6,68.5,35.0,90.3,17.1,0
29.0,3.3,35.4,27.4,99.6,38.5,0
88.0,2.41,41.1,33.4,54.2,32.1,0
23.2,1.0,59.9,22.5,82.2,37.6,0
76.0,2.62,67.5,18.6,90.9,0.6,0
89.8,2.54,116.2,32.1,32.9,45.9,1
191.2,1.8,111.8,36.5,53.4,13.4,1
130.9,1.67,97.3,33.7,81.4,29.4,1
67.5,2.57,38.0,28.7,77.1,41.6,0
19.5,0.81,64.6,20.5,49.8,9.7,0
18.4,3.32,85.7,35.9,96.5,31.9,0
24.0,3.07,33.0,31.4,93.0,28.3,0
179.2,2.59,45.3,26.7,95.5,31.9,1
55.3,1.78,110.3,34.2,52.6,8.1,0
155.4,1.65,53.3,16.5,96.9,13.2,0
98.3,3.29,81.0,19.5,64.4,7.2,1
43.7,2.43,111.3,32.9,37.2,3.6,0
50.1,1.84,109.7,18.7,74.8,46.6,0
53.3,2.6,110.5,29.4,66.1,47.0,0
87.2,3.03,98.1,34.6,67.8,0.2,1
163.6,1.95,76.7,38.4,55.1,34.1,1
126.5,3.38,29.1,28.4,97.3,4.0,1
153.3,2.44,37.7,16.0,56.9,9.6,1
179.3,2.39,55.9,17.1,74.3,36.8,1
38.6,2.66,79.3,27.2,34.4,27.0,0
106.8,3.0,64.9,39.9,32.6,2.8,1
8.6,0.85,100.7,31.7,62.1,33.9,0
29.8,2.24,112.5,15.9,39.9,32.7,0
183.6,0.64,90.1,18.3,42.1,2.5,0
158.7,1.87,37.1,29.8,87.2,5.3,0
159.8,1.16,100.4,25.7,86.8,49.1,1
64.8,3.43,77.6,18.4,88.5,39.7,1
118.6,1.51,32.1,18.5,59.1,34.8,0
87.7,3.28,24.1,17.5,89.3,30.6,0
3.1,1.96,20.6,19.5,36.2,32.6,0
83.2,2.92,97.3,32.3,44.4,32.0,1
82.4,3.31,81.1,15.9,42.6,25.0,1
125.4,2.85,54.8,15.1,46.5,5.9,1
19.1,1.59,96.1,28.5,45.3,38.5,0
55.3,1.08,99.7,32.1,97.8,23.7,0
134.0,0.63,84.5,22.1,60.4,16.7,0
151.7,0.63,94.0,38.1,42.3,39.3,0
23.2,3.19,92.1,29.8,52.8,9.9,0
65.1,2.84,52.6,17.5,81.6,43.5,0
44.1,1.91,68.4,37.3,40.1,46.4,0
77.5,0.91,92.0,30.8,98.3,10.1,0
138.4,0.68,33.7,36.3,62.1,8.6,0
177.3,2.31,99.0,30.9,72.8,8.5,1
171.0,0.76,105.7,27.2,99.7,29.6,1
55.8,2.69,93.6,21.2,52.9,29.0,1
118.4,0.95,77.4,15.1,98.6,2.0,0
153.7,0.6,73.1,27.0,85.9,41.1,0
48.1,2.18,21.2,33.3,96.5,6.6,0
129.5,0.77,68.0,22.6,79.2,42.9,0
4.9,1.86,97.2,36.9,58.4,39.5,0
92.9,2.4,106.0,16.8,92.5,16.6,0
85.2,1.31,114.6,28.6,85.6,39.4,0
176.2,2.71,25.5,38.6,77.2,44.4,1
73.1,2.36,56.6,19.4,69.1,3.4,0
40.9,3.44,43.9,17.8,63.5,47.0,0
191.8,1.13,94.5,20.6,54.7,13.4,1
55.4,0.69,54.5,27.2,66.9,6.1,0
135.7,2.1,49.2,30.5,86.0,47.3,1
188.2,0.7,109.2,26.4,35.6,44.9,1
191.3,0.83,47.6,32.4,64.7,43.7,0
125.5,1.38,117.0,28.5,39.2,17.3,1
128.9,1.37,26.3,36.8,46.3,47.4,0
82.3,1.53,84.6,23.2,71.5,34.8,0
89.1,1.41,33.2,34.7,42.0,13.0,0
194.1,2.81,24.7,23.8,61.9,8.3,1
142.4,1.36,117.3,36.0,78.5,33.3,1
47.6,0.62,51.7,18.2,48.2,9.2,0
6.9,1.45,54.4,24.3,67.8,8.1,0
184.1,1.71,69.9,18.6,62.1,16.0,1
147.7,3.43,53.1,32.6,63.2,14.5,1
196.1,2.22,34.7,29.1,93.5,22.1,1
146.3,3.2,33.9,28.8,51.6,20.1,1
89.2,0.78,25.5,31.0,70.8,11.1,0
55.6,0.57,73.8,26.1,77.0,4.4,0
38.9,1.45,80.5,38.6,93.6,18.1,0
170.8,1.61,57.3,22.1,54.6,48.9,1
17.5,2.68,64.4,39.8,86.3,14.4,0
194.1,1.77,109.6,18.5,71.1,4.3,1
94.9,3.1,118.7,16.7,97.2,37.8,1
81.9,3.24,61.5,28.9,79.7,37.8,0
37.2,1.65,75.4,16.1,87.8,41.7,0
111.9,1.89,22.7,15.1,48.4,47.8,0
94.5,2.46,109.3,25.4,64.4,34.4,1
23.9,1.33,119.4,16.7,82.2,29.1,0
173.7,2.38,67.6,32.4,38.4,25.6,1
169.1,0.99,25.9,23.0,91.5,6.8,0
54.5,1.76,111.2,23.9,50.3,26.5,0
102.8,2.8,38.3,17.4,82.7,27.2,1
165.4,2.55,50.1,32.1,78.2,4.8,1
164.7,0.54,71.8,24.3,63.9,17.0,0
20.5,0.96,42.1,19.7,92.8,30.7,0
105.1,2.1,75.1,33.9,38.0,23.0,0
163.8,3.27,68.0,22.8,55.4,40.9,1
119.5,2.79,54.2,32.7,32.0,40.7,1
171.4,0.93,42.7,18.1,39.1,3.9,0
156.8,0.73,97.5,33.9,33.0,5.4,1
102.7,0.68,31.9,21.3,34.6,33.4,0
156.5,3.26,40.5,37.5,42.9,17.6,1
169.2,3.33,114.9,23.7,41.2,25.0,1
48.4,2.21,29.9,29.5,31.0,10.8,0
56.4,3.2,73.7,39.3,36.9,10.7,0
141.6,1.6,78.9,26.0,97.0,9.0,0
75.9,1.14,42.8,17.8,98.9,6.2,0
27.2,2.79,90.5,28.9,32.8,16.4,0
56.7,2.3,51.2,39.4,61.1,27.7,0
171.1,1.07,27.0,36.0,63.3,34.0,0
199.7,1.97,30.5,26.0,76.1,4.3,1
80.1,2.27,30.2,38.1,98.4,3.2,0
67.7,2.28,119.1,18.1,88.7,36.3,0
142.7,2.25,47.3,34.7,75.1,20.0,1
120.6,1.71,68.5,22.0,83.8,5.4,0
99.5,2.39,33.5,17.5,33.7,3.4,0
194.4,1.65,87.9,18.8,73.5,4.8,1
150.3,2.8,99.3,20.0,76.3,24.5,1
68.7,3.08,74.7,38.8,32.2,21.5,1
76.7,1.44,57.6,26.5,32.3,27.8,0
60.6,2.62,69.1,18.4,80.1,24.4,0
135.0,2.48,88.5,29.3,63.3,42.7,1
78.3,1.98,117.1,30.4,54.7,48.9,0
5.6,0.64,103.7,23.7,81.9,1.3,0
68.3,0.79,54.5,23.9,54.6,33.1,0
129.6,2.28,111.0,16.6,51.3,16.9,1
65.2,1.88,106.3,29.2,93.1,13.3,0
117.6,3.46,57.8,24.8,70.1,40.4,1
135.0,1.51,70.3,34.1,53.8,30.7,0
87.2,1.99,104.7,34.7,88.8,26.8,0
9.5,3.49,60.2,20.6,82.0,4.6,0
18.9,1.51,26.7,35.0,63.3,10.5,0
130.3,1.41,100.4,25.8,67.8,10.0,1
125.0,1.86,96.3,19.5,31.3,35.2,1
115.4,1.14,116.2,33.6,62.7,46.9,0
122.9,2.81,63.4,29.2,73.9,26.1,1
29.5,0.95,88.5,22.5,60.5,15.9,0
12.9,1.11,61.2,35.6,75.2,12.8,0
81.2,0.84,39.2,21.1,87.9,23.2,0
87.2,2.44,23.7,19.0,39.6,12.9,0
131.7,1.03,105.3,39.1,64.0,1.0,1
16.8,2.3,106.7,37.5,58.5,18.2,0
18.1,3.33,92.4,18.5,37.8,36.7,1
104.4,2.99,115.0,38.3,47.6,44.2,1
24.5,2.92,52.9,29.6,57.3,37.4,0
84.6,0.93,37.5,39.2,60.8,12.7,0
98.1,1.62,114.9,22.9,59.7,34.1,1
175.9,3.31,56.3,32.9,87.5,1.1,1
121.2,3.02,86.2,38.5,78.3,39.4,1
110.5,1.43,115.8,24.1,86.9,6.1,1
171.5,1.67,111.0,24.8,98.5,12.8,1
164.5,1.21,41.0,37.3,94.1,31.6,0
153.3,1.72,23.4,36.7,87.6,47.0,0
82.6,3.02,91.7,36.9,87.4,41.2,1
101.3,1.56,80.2,35.3,81.6,22.7,0
10.4,2.42,83.0,34.8,39.5,20.0,0
62.7,0.75,35.8,27.9,97.9,41.5,0
169.4,2.56,99.3,23.0,63.5,36.8,1
137.5,2.98,100.0,20.0,59.0,9.1,1
189.0,3.15,42.4,38.7,94.6,32.4,1
181.4,3.42,39.8,32.5,41.8,20.1,1
52.0,0.77,56.8,38.7,38.2,35.9,0
184.0,1.86,87.4,18.0,79.9,9.5,1
156.4,1.36,69.4,18.3,89.9,30.0,1
56.6,2.53,61.8,25.2,40.2,14.5,0
123.5,3.22,57.0,32.1,62.1,0.5,1
64.6,2.58,88.7,32.8,79.6,36.8,0
19.1,0.68,53.3,20.9,93.6,49.8,0
193.4,2.29,94.8,16.1,47.8,31.0,1
78.9,1.61,116.8,29.0,70.6,13.0,0
186.1,3.13,33.2,22.9,67.1,7.1,1
8.8,0.88,107.2,35.9,82.3,46.3,0
175.4,2.34,96.2,21.6,51.9,44.6,1
198.9,2.79,35.1,36.3,76.0,39.9,1
29.7,1.19,23.6,21.5,79.4,21.8,0
185.4,0.62,55.7,32.7,64.0,24.6,0
173.4,0.87,29.4,36.7,42.6,8.4,0
54.6,3.17,78.6,29.6,98.0,26.3,0
83.3,0.73,96.8,31.9,92.1,1.3,0
136.1,1.68,79.0,38.8,88.6,7.7,0
166.1,2.48,65.4,38.9,71.6,0.3,1
131.2,3.35,52.5,33.3,81.4,47.9,1
42.3,0.65,84.4,23.1,33.9,3.5,0
76.3,1.7,37.8,39.1,90.6,4.5,0
32.6,2.84,48.5,33.8,75.8,6.0,0
86.5,2.92,51.0,32.1,39.2,33.3,1
102.5,1.97,108.5,26.9,69.4,21.2,1
162.2,2.34,63.4,25.7,32.8,17.1,1
44.8,2.56,35.5,27.4,74.1,26.2,0
87.5,3.22,67.8,18.7,38.9,45.1,1
104.6,1.39,24.8,16.9,33.2,5.4,0
18.9,2.48,76.8,21.3,47.8,4.1,0
22.8,2.48,38.0,19.6,57.5,4.2,0
59.5,2.26,65.5,31.8,73.7,13.3,0
174.3,1.06,38.5,33.7,72.3,43.6,0
106.9,0.52,31.7,19.3,63.4,34.6,0
193.2,2.31,68.7,30.5,98.2,18.0,1
138.1,1.68,50.3,18.1,31.0,5.6,0
194.1,3.08,40.9,31.2,75.5,21.8,1
158.0,1.07,50.1,26.6,63.2,1.1,0
30.5,2.61,116.4,26.8,90.2,29.3,0
113.9,3.0,25.1,15.2,74.1,35.7,1
169.7,2.71,79.6,28.9,50.4,24.4,1
118.2,2.33,87.9,35.4,64.2,35.7,1
84.4,1.45,26.4,37.3,59.2,23.7,0
187.8,1.54,89.8,15.5,50.2,9.6,1
46.4,1.16,110.9,23.5,72.1,42.1,0
26.2,1.38,91.1,39.0,88.3,33.7,0
159.2,2.9,104.5,30.5,49.8,37.5,1
25.8,1.1,80.6,17.5,59.1,49.7,0
41.9,0.64,21.8,37.0,55.0,7.9,0
178.9,0.6,26.4,25.8,73.2,6.0,0
51.6,1.52,55.5,16.2,91.4,13.4,0
138.0,2.05,86.9,32.7,94.9,21.9,1
168.3,0.83,30.6,30.3,84.8,47.4,0
8.4,0.82,83.0,36.8,93.8,7.9,0
88.3,2.02,93.3,17.5,75.3,16.7,0
169.7,1.82,61.6,34.2,47.2,40.5,1
101.0,0.76,57.2,33.9,55.2,33.2,0
150.7,1.77,42.8,35.0,58.9,20.5,0
170.5,2.88,56.2,15.7,40.2,0.5,1
188.7,0.75,51.5,39.5,41.5,3.1,0
132.0,2.42,110.3,16.4,74.2,35.7,1
104.0,1.39,60.2,32.0,68.8,15.2,0
181.8,0.52,48.0,28.2,94.4,35.0,0
41.0,2.13,98.8,31.3,78.8,44.4,0
80.9,1.09,50.2,15.9,53.4,36.3,0
25.2,3.48,48.4,17.3,68.6,26.1,0
32.0,0.58,99.7,29.8,46.9,38.7,0
197.4,0.83,26.0,24.3,73.9,17.7,0
130.2,0.87,49.8,33.4,61.7,49.1,0
197.8,2.2,109.4,30.7,67.3,29.8,1
56.9,2.85,91.5,31.8,80.0,26.0,0
65.6,2.25,102.3,24.0,36.9,35.6,1
16.4,0.69,108.9,26.9,61.2,18.5,0
117.6,2.06,59.5,21.6,64.9,21.2,0
186.2,1.97,117.3,35.6,40.1,6.4,1
25.9,2.61,106.3,18.0,44.9,23.7,0
188.8,1.61,115.2,30.0,58.6,6.0,1
8.1,0.96,57.1,39.8,51.2,24.3,0
28.4,2.27,24.9,37.4,92.2,10.8,0
97.8,0.87,54.9,36.8,59.2,28.7,0
180.1,2.84,67.5,33.0,72.4,38.1,1
92.2,1.85,64.9,36.7,52.8,40.0,0
81.9,1.2,59.5,28.5,97.1,44.5,0
129.2,3.1,90.7,29.3,85.7,35.4,1
24.8,2.18,39.2,30.5,70.4,2.6,0
37.9,1.93,109.7,18.0,95.5,9.0,0
157.4,1.24,90.6,37.2,61.1,40.3,1
80.4,0.63,106.2,15.6,60.6,20.7,0
63.5,1.27,31.5,17.5,41.8,7.2,0
17.9,1.42,60.7,19.2,73.0,16.3,0
11.7,1.67,52.0,25.3,52.7,18.8,0
24.2,1.11,95.2,29.7,64.5,37.6,0
23.0,0.68,66.5,25.2,63.9,20.4,0
177.2,1.31,116.3,31.9,47.2,27.7,1
60.9,1.72,28.4,30.9,44.2,48.4,0
197.1,2.85,73.8,25.6,93.8,22.6,1
92.9,2.99,48.9,39.3,30.0,46.7,0
119.6,3.02,58.0,23.8,74.3,29.3,1
9.1,2.72,76.3,22.5,57.7,6.1,0
111.3,1.34,63.2,30.3,97.0,15.9,0
68.5,1.28,95.3,26.3,47.2,49.2,0
92.0,2.3,21.6,32.3,75.3,0.1,0
180.3,2.52,61.3,37.4,79.2,38.1,1
157.5,2.45,27.8,15.8,88.2,33.6,1
70.6,2.94,102.7,23.9,42.4,38.4,1
1.7,1.89,113.6,26.1,45.5,1.0,0
184.3,1.57,29.0,30.3,51.2,35.9,0
98.8,1.59,48.1,37.6,79.5,10.5,0
164.2,1.69,107.0,29.2,64.6,27.6,1
113.1,2.55,76.5,16.6,39.0,3.3,1
114.0,1.18,72.3,34.6,43.4,33.9,0
138.6,2.1,45.3,29.0,61.8,46.9,0
188.6,0.66,113.9,25.8,99.7,13.7,1
93.3,1.58,95.9,37.1,45.7,13.9,0
89.8,0.52,39.5,17.0,70.0,1.3,0
195.6,1.77,27.4,21.2,41.5,15.5,1
19.3,1.94,100.8,29.8,73.8,16.7,0
21.6,1.22,54.1,16.4,53.4,39.7,0
155.1,2.36,96.4,30.6,70.5,4.3,1
6.7,1.44,104.8,16.6,38.9,46.0,0
60.3,2.38,26.6,31.9,69.1,14.7,0
19.2,2.76,43.3,30.0,76.2,0.5,0
159.0,3.14,81.9,23.5,95.6,39.1,1
65.6,1.08,30.3,29.9,34.7,39.5,0
114.6,2.41,45.6,25.5,80.7,22.2,0
159.4,0.68,51.2,25.9,97.2,37.7,0
177.0,2.83,34.7,22.7,54.0,18.4,1
117.3,2.53,25.7,27.7,88.5,42.9,0
39.1,1.1,110.9,34.6,53.9,33.4,0
196.4,2.3,53.1,29.5,97.4,30.8,1
32.5,1.86,98.9,16.1,45.4,0.2,0
46.1,2.37,43.9,33.4,96.7,16.6,0
41.1,1.05,119.0,24.1,35.2,1.5,0
58.1,1.08,78.6,34.1,33.1,1.5,0
34.8,3.16,91.9,23.5,68.8,8.9,0
168.6,3.23,22.1,31.9,56.5,39.4,1
187.2,1.42,44.0,35.2,76.3,47.1,1
199.5,3.14,107.8,16.6,40.1,46.2,1
38.3,1.63,57.4,30.0,98.4,12.2,0
123.2,1.07,73.5,34.7,52.9,2.7,0
174.6,3.05,116.8,37.1,44.6,4.1,1
132.7,0.69,70.9,33.8,75.2,25.5,0
92.9,1.47,57.4,32.4,80.1,24.7,0
80.2,3.26,78.4,15.9,45.4,10.2,1
